#Image Rect[ms], Image Resize[ms], ORB ext[ms], Stereo match[ms], IMU preint[ms], Pose pred[ms], LM track[ms], KF dec[ms], Total[ms]
0.000000,0.000000,2.952167,0.000000,0.000000,2.725708,2.342375,0.043417,9.164958
0.000000,0.000000,3.050667,0.000000,0.000000,2.672708,3.014416,0.395958,8.619209
0.000000,0.000000,3.054209,0.000000,0.000000,2.518458,2.461417,0.036125,9.581541
0.000000,0.000000,2.345041,0.000000,0.000000,2.698042,2.666834,0.035125,7.670833
0.000000,0.000000,2.502334,0.000000,0.000000,2.801458,2.885208,0.037500,8.288792
0.000000,0.000000,2.409375,0.000000,0.000000,2.572792,2.767042,0.038708,8.547834
0.000000,0.000000,2.794125,0.000000,0.000000,2.774709,2.646166,0.039167,8.593209
0.000000,0.000000,2.762750,0.000000,0.000000,2.899333,2.627833,0.042625,8.636042
0.000000,0.000000,2.913042,0.000000,0.000000,2.831417,2.924709,0.041875,8.933417
0.000000,0.000000,3.154584,0.000000,0.000000,3.056416,2.706000,0.042458,9.368458
0.000000,0.000000,2.845292,0.000000,0.000000,2.933084,2.546459,0.043000,9.091958
0.000000,0.000000,2.963541,0.000000,0.000000,2.807667,3.223416,0.046542,8.916000
0.000000,0.000000,2.926542,0.000000,0.000000,2.987625,3.366000,0.045042,9.455709
0.000000,0.000000,2.954209,0.000000,0.000000,2.783500,2.717000,0.042667,9.811708
0.000000,0.000000,2.985542,0.000000,0.000000,2.749375,2.546625,0.041625,8.979708
0.000000,0.000000,3.061958,0.000000,0.000000,2.657458,2.913708,0.046750,8.849084
0.000000,0.000000,3.125792,0.000000,0.000000,2.778875,3.215875,0.051958,9.209958
0.000000,0.000000,3.190250,0.000000,0.000000,2.628791,2.450500,0.040125,9.704250
0.000000,0.000000,3.177042,0.000000,0.000000,2.980041,3.241125,0.045750,8.663208
0.000000,0.000000,2.425375,0.000000,0.000000,2.638041,2.606250,0.046541,9.088208
0.000000,0.000000,2.795000,0.000000,0.000000,2.753375,3.201542,0.045833,8.551125
0.000000,0.000000,3.364583,0.000000,0.000000,2.630458,3.239875,0.045917,9.815875
0.000000,0.000000,3.239834,0.000000,0.000000,2.623958,2.503375,0.041791,9.628667
0.000000,0.000000,2.866042,0.000000,0.000000,2.783542,2.731000,0.046834,8.482459
0.000000,0.000000,3.068042,0.000000,0.000000,2.749875,2.938250,0.042625,9.088916
0.000000,0.000000,3.041709,0.000000,0.000000,2.652917,3.029791,0.046333,9.216875
0.000000,0.000000,3.032833,0.000000,0.000000,2.759833,2.766709,0.046791,9.174833
0.000000,0.000000,3.113291,0.000000,0.000000,2.835375,2.979000,0.049666,9.123042
0.000000,0.000000,3.027584,0.000000,0.000000,2.591417,2.699250,0.052250,9.333666
